Reading process/ZINC2/R.haps.chrX.out.rds 
  4544 windows | step 5000 bp | smooth_half 50

=== RAW freq (before masking) for B2/B4, pos > 20Mb, REP=1, TRT=C ===
 founder      pos n_pools     mean_freq      min_freq      max_freq
  chrX 22470000   C   1      B2  3.000000e-04 706
  chrX 22475000   C   1      B2  3.000000e-04 706
  chrX 22480000   C   1      B2  3.000000e-04 706
  chrX 22485000   C   1      B2  3.000000e-04 706
  chrX 22490000   C   1      B2  1.642228e-03 706
  chrX 22495000   C   1      B2  3.208078e-03 706
  chrX 21005000   C   1      B4  1.691508e-01 706
  chrX 21010000   C   1      B4  1.715723e-01 706
  chrX 21015000   C   1      B4  1.726912e-01 706
  chrX 21020000   C   1      B4  1.746014e-01 706
  chrX 21025000   C   1      B4  1.748982e-01 706
  chrX 21030000   C   1      B4  1.738311e-01 706
  chrX 21035000   C   1      B4  1.707385e-01 706
  chrX 21040000   C   1      B4  1.750679e-01 706
  chrX 21045000   C   1      B4  1.745516e-01 706
  chrX 21050000   C   1      B4  1.784955e-01 706
  chrX 21055000   C   1      B4  1.782981e-01 706
  chrX 21060000   C   1      B4  1.803691e-01 706
  chrX 21065000   C   1      B4  1.789712e-01 706
  chrX 21070000   C   1      B4  1.797323e-01 706
  chrX 21075000   C   1      B4  1.743187e-01 706
  chrX 21080000   C   1      B4  1.770949e-01 706
  chrX 21085000   C   1      B4  1.763252e-01 706
  chrX 21090000   C   1      B4  1.805324e-01 706
  chrX 21095000   C   1      B4  1.838478e-01 706
  chrX 21100000   C   1      B4  1.847193e-01 706
  chrX 21105000   C   1      B4  1.850471e-01 706
  chrX 21110000   C   1      B4  1.697616e-01 706
  chrX 21115000   C   1      B4  1.707955e-01 706
  chrX 21120000   C   1      B4  1.691180e-01 706
  chrX 21125000   C   1      B4  1.636667e-01 706
  chrX 21130000   C   1      B4  1.706839e-01 706
  chrX 21135000   C   1      B4  1.657683e-01 706
  chrX 21140000   C   1      B4  1.651304e-01 706
  chrX 21145000   C   1      B4  1.647803e-01 706
  chrX 21150000   C   1      B4  1.651698e-01 706
  chrX 21155000   C   1      B4  1.668292e-01 706
  chrX 21160000   C   1      B4  1.665170e-01 706
  chrX 21165000   C   1      B4  1.689768e-01 706
  chrX 21170000   C   1      B4  1.703688e-01 706
  chrX 21175000   C   1      B4  1.714696e-01 706
  chrX 21180000   C   1      B4  1.725411e-01 706
  chrX 21185000   C   1      B4  1.725316e-01 706
  chrX 21190000   C   1      B4  1.670807e-01 706
  chrX 21195000   C   1      B4  1.697694e-01 706
  chrX 21200000   C   1      B4  1.735900e-01 706
  chrX 21205000   C   1      B4  1.729148e-01 706
  chrX 21210000   C   1      B4  1.793169e-01 706
  chrX 21215000   C   1      B4  1.801760e-01 706
  chrX 21220000   C   1      B4  1.810606e-01 706
  chrX 21225000   C   1      B4  1.904959e-01 706
  chrX 21230000   C   1      B4  1.849747e-01 706
  chrX 21235000   C   1      B4  1.891237e-01 706
  chrX 21240000   C   1      B4  1.904654e-01 706
  chrX 21245000   C   1      B4  1.917317e-01 706
  chrX 21250000   C   1      B4  1.904611e-01 706
  chrX 21255000   C   1      B4  1.936401e-01 706
  chrX 21260000   C   1      B4  1.888692e-01 706
  chrX 21265000   C   1      B4  1.868318e-01 706
  chrX 21270000   C   1      B4  1.854083e-01 706
  chrX 21275000   C   1      B4  1.926598e-01 706
  chrX 21280000   C   1      B4  1.907930e-01 706
  chrX 21285000   C   1      B4  1.915165e-01 706
  chrX 21290000   C   1      B4  1.962850e-01 706
  chrX 21295000   C   1      B4  1.911835e-01 706
  chrX 21300000   C   1      B4  1.866842e-01 706
  chrX 21305000   C   1      B4  1.885551e-01 706
  chrX 21310000   C   1      B4  1.929603e-01 706
  chrX 21315000   C   1      B4  1.909904e-01 706
  chrX 21320000   C   1      B4  1.961553e-01 706
  chrX 21325000   C   1      B4  1.949952e-01 706
  chrX 21330000   C   1      B4  1.927977e-01 706
  chrX 21335000   C   1      B4  1.945538e-01 706
  chrX 21340000   C   1      B4  1.902119e-01 706
  chrX 21345000   C   1      B4  1.838506e-01 706
  chrX 21350000   C   1      B4  1.908110e-01 706
  chrX 21355000   C   1      B4  1.876323e-01 706
  chrX 21360000   C   1      B4  1.910225e-01 706
  chrX 21365000   C   1      B4  1.874928e-01 706
  chrX 21370000   C   1      B4  1.860672e-01 706
  chrX 21375000   C   1      B4  1.861924e-01 706
  chrX 21380000   C   1      B4  1.840689e-01 706
  chrX 21385000   C   1      B4  1.837191e-01 706
  chrX 21390000   C   1      B4  1.834078e-01 706
  chrX 21395000   C   1      B4  1.836744e-01 706
  chrX 21400000   C   1      B4  1.832198e-01 706
  chrX 21405000   C   1      B4  1.842260e-01 706
  chrX 21410000   C   1      B4  1.802243e-01 706
  chrX 21415000   C   1      B4  1.832172e-01 706
  chrX 21420000   C   1      B4  1.795393e-01 706
  chrX 21425000   C   1      B4  1.785071e-01 706
  chrX 21430000   C   1      B4  1.801897e-01 706
  chrX 21435000   C   1      B4  1.793097e-01 706
  chrX 21440000   C   1      B4  1.809915e-01 706
  chrX 21445000   C   1      B4  1.855473e-01 706
  chrX 21450000   C   1      B4  1.832849e-01 706
  chrX 21455000   C   1      B4  1.869181e-01 706
  chrX 21460000   C   1      B4  1.866478e-01 706
  chrX 21465000   C   1      B4  1.867562e-01 706
  chrX 21470000   C   1      B4  1.879733e-01 706
  chrX 21475000   C   1      B4  1.864592e-01 706
  chrX 21480000   C   1      B4  1.885087e-01 706
  chrX 21485000   C   1      B4  1.902593e-01 706
  chrX 21490000   C   1      B4  1.883693e-01 706
  chrX 21495000   C   1      B4  1.896330e-01 706
  chrX 21500000   C   1      B4  1.918903e-01 706
  chrX 21505000   C   1      B4  1.762036e-01 706
  chrX 21510000   C   1      B4  1.778800e-01 706
  chrX 21515000   C   1      B4  1.740558e-01 706
  chrX 21520000   C   1      B4  1.772196e-01 706
  chrX 21525000   C   1      B4  1.829982e-01 706
  chrX 21530000   C   1      B4  1.882037e-01 706
  chrX 21535000   C   1      B4  2.032577e-01 706
  chrX 21540000   C   1      B4  2.040391e-01 706
  chrX 21545000   C   1      B4  2.057049e-01 706
  chrX 21550000   C   1      B4  2.049120e-01 706
  chrX 21555000   C   1      B4  2.038738e-01 706
  chrX 21560000   C   1      B4  2.030952e-01 706
  chrX 21565000   C   1      B4  2.055765e-01 706
  chrX 21570000   C   1      B4  2.063532e-01 706
  chrX 21575000   C   1      B4  2.056127e-01 706
  chrX 21580000   C   1      B4  2.004384e-01 706
  chrX 21585000   C   1      B4  1.958736e-01 706
  chrX 21590000   C   1      B4  1.913067e-01 706
  chrX 21595000   C   1      B4  1.913067e-01 706
  chrX 21600000   C   1      B4  1.913067e-01 706
  chrX 21605000   C   1      B4  1.941513e-01 706
  chrX 21610000   C   1      B4  1.949169e-01 706
  chrX 21615000   C   1      B4  1.945479e-01 706
  chrX 21620000   C   1      B4  1.953405e-01 706
  chrX 21625000   C   1      B4  1.920180e-01 706
  chrX 21630000   C   1      B4  1.908128e-01 706
  chrX 21635000   C   1      B4  1.768030e-01 706
  chrX 21640000   C   1      B4  1.716294e-01 706
  chrX 21645000   C   1      B4  1.638250e-01 706
  chrX 21650000   C   1      B4  1.643264e-01 706
  chrX 21655000   C   1      B4  1.637670e-01 706
  chrX 21660000   C   1      B4  1.741943e-01 706
  chrX 21665000   C   1      B4  1.741943e-01 706
  chrX 21670000   C   1      B4  1.746969e-01 706
  chrX 21675000   C   1      B4  1.742456e-01 706
  chrX 21680000   C   1      B4  1.718618e-01 706
  chrX 21685000   C   1      B4  1.619096e-01 706
  chrX 21690000   C   1      B4           NaN 706
  chrX 21695000   C   1      B4  8.051932e-02 706
  chrX 21700000   C   1      B4  8.052466e-02 706
  chrX 21705000   C   1      B4  8.052466e-02 706
  chrX 21710000   C   1      B4  8.052253e-02 706
  chrX 21715000   C   1      B4  8.052253e-02 706
  chrX 21720000   C   1      B4  8.052049e-02 706
  chrX 21725000   C   1      B4 -1.726102e+01 706
  chrX 21730000   C   1      B4 -1.688121e+01 706
  chrX 21735000   C   1      B4  2.041542e-01 706
  chrX 21740000   C   1      B4  1.291232e-01 706
  chrX 21745000   C   1      B4  1.262821e-01 706
  chrX 21750000   C   1      B4  1.262827e-01 706
  chrX 21755000   C   1      B4  1.262827e-01 706
  chrX 21760000   C   1      B4  8.381729e-02 706
  chrX 21765000   C   1      B4  8.381729e-02 706
  chrX 21770000   C   1      B4  8.381729e-02 706
  chrX 21775000   C   1      B4  8.381677e-02 706
  chrX 21780000   C   1      B4  8.381677e-02 706
  chrX 21785000   C   1      B4  8.381677e-02 706
  chrX 21790000   C   1      B4  8.381677e-02 706
  chrX 21795000   C   1      B4  1.072460e-01 706
  chrX 21800000   C   1      B4  1.072460e-01 706
  chrX 21805000   C   1      B4  1.072460e-01 706
  chrX 21810000   C   1      B4  1.072460e-01 706
  chrX 21815000   C   1      B4  1.072460e-01 706
  chrX 21820000   C   1      B4  1.072468e-01 706
  chrX 21825000   C   1      B4  1.072524e-01 706
  chrX 21830000   C   1      B4  8.670886e-02 706
  chrX 21835000   C   1      B4  4.374746e-02 706
  chrX 22085000   C   1      B4           NaN 706
  chrX 22090000   C   1      B4  4.425827e-02 706
  chrX 22095000   C   1      B4  3.000000e-04 706
  chrX 22100000   C   1      B4  3.000000e-04 706
  chrX 22105000   C   1      B4  3.000000e-04 706
  chrX 22110000   C   1      B4  3.000000e-04 706
  chrX 22115000   C   1      B4  3.000000e-04 706
  chrX 22120000   C   1      B4  3.000000e-04 706
  chrX 22125000   C   1      B4  3.000000e-04 706
  chrX 22130000   C   1      B4  3.000000e-04 706
  chrX 22135000   C   1      B4  3.000000e-04 706
  chrX 22140000   C   1      B4  3.000000e-04 706
  chrX 22145000   C   1      B4  3.000000e-04 706
  chrX 22150000   C   1      B4  3.000000e-04 706
  chrX 22155000   C   1      B4  3.000000e-04 706
  chrX 22160000   C   1      B4  3.000000e-04 706
  chrX 22165000   C   1      B4  3.000000e-04 706
  chrX 22170000   C   1      B4  3.000000e-04 706
  chrX 22360000   C   1      B4           NaN 706
  chrX 22365000   C   1      B4           NaN 706
  chrX 22370000   C   1      B4           NaN 706
  chrX 22375000   C   1      B4           NaN 706
  chrX 22380000   C   1      B4           NaN 706
  chrX 22385000   C   1      B4           NaN 706
  chrX 22390000   C   1      B4           NaN 706
  chrX 22395000   C   1      B4           NaN 706
  chrX 22400000   C   1      B4  3.000000e-04 706
  chrX 22405000   C   1      B4  3.000000e-04 706
  chrX 22410000   C   1      B4  3.000000e-04 706
  chrX 22415000   C   1      B4  3.000000e-04 706
  chrX 22420000   C   1      B4  3.000000e-04 706
  chrX 22425000   C   1      B4  3.000000e-04 706
  chrX 22430000   C   1      B4  3.000000e-04 706
  chrX 22435000   C   1      B4  3.000000e-04 706
  chrX 22440000   C   1      B4  3.000000e-04 706
  chrX 22445000   C   1      B4  3.000000e-04 706
  chrX 22450000   C   1      B4  3.000000e-04 706
  chrX 22455000   C   1      B4  3.000000e-04 706
  chrX 22460000   C   1      B4  3.000000e-04 706
  chrX 22465000   C   1      B4  3.000000e-04 706
  chrX 22470000   C   1      B4  3.000000e-04 706
  chrX 22475000   C   1      B4  3.000000e-04 706
  chrX 22480000   C   1      B4  3.000000e-04 706
  chrX 22485000   C   1      B4  3.000000e-04 706
  chrX 22490000   C   1      B4  3.000000e-04 706
  chrX 22495000   C   1      B4  3.000000e-04 706

=== After fill_gaps, B2/B4 at base, REP=1, TRT=C ===
 founder      pos   freq_before    freq_after
      B2 21005000  8.458006e-03  8.458006e-03
      B2 21010000  6.474702e-03  6.474702e-03
      B2 21015000  5.878348e-03  5.878348e-03
      B2 21020000  7.599367e-03  7.599367e-03
      B2 21025000  6.753198e-03  6.753198e-03
      B2 21030000  7.380458e-03  7.380458e-03
      B2 21035000  1.260082e-02  1.260082e-02
      B2 21040000  1.124536e-02  1.124536e-02
      B2 21045000  1.204116e-02  1.204116e-02
      B2 21050000  1.084911e-02  1.084911e-02
      B2 21055000  1.064875e-02  1.064875e-02
      B2 21060000  1.543407e-02  1.543407e-02
      B2 21065000  1.379822e-02  1.379822e-02
      B2 21070000  1.256966e-02  1.256966e-02
      B2 21075000  1.407084e-02  1.407084e-02
      B2 21080000  2.048555e-02  2.048555e-02
      B2 21085000  2.734095e-02  2.734095e-02
      B2 21090000  3.105441e-02  3.105441e-02
      B2 21095000  3.382998e-02  3.382998e-02
      B2 21100000  3.368243e-02  3.368243e-02
      B2 21105000  3.669401e-02  3.669401e-02
      B2 21110000  4.598630e-02  4.598630e-02
      B2 21115000  4.581450e-02  4.581450e-02
      B2 21120000  5.160237e-02  5.160237e-02
      B2 21125000  6.117449e-02  6.117449e-02
      B2 21130000  5.830282e-02  5.830282e-02
      B2 21135000  5.237151e-02  5.237151e-02
      B2 21140000  4.450860e-02  4.450860e-02
      B2 21145000  4.724969e-02  4.724969e-02
      B2 21150000  4.675045e-02  4.675045e-02
      B2 21155000  4.684440e-02  4.684440e-02
      B2 21160000  4.116092e-02  4.116092e-02
      B2 21165000  3.501740e-02  3.501740e-02
      B2 21170000  3.595969e-02  3.595969e-02
      B2 21175000  2.561076e-02  2.561076e-02
      B2 21180000  2.290110e-02  2.290110e-02
      B2 21185000  2.039841e-02  2.039841e-02
      B2 21190000  2.147749e-02  2.147749e-02
      B2 21195000  2.085588e-02  2.085588e-02
      B2 21200000  1.995577e-02  1.995577e-02
      B2 21205000  2.113049e-02  2.113049e-02
      B2 21210000  1.723354e-02  1.723354e-02
      B2 21215000  1.605232e-02  1.605232e-02
      B2 21220000  1.581272e-02  1.581272e-02
      B2 21225000  8.848860e-03  8.848860e-03
      B2 21230000  8.691089e-03  8.691089e-03
      B2 21235000  6.173639e-03  6.173639e-03
      B2 21240000  5.185676e-03  5.185676e-03
      B2 21245000  3.992522e-03  3.992522e-03
      B2 21250000  3.000000e-04  3.000000e-04
      B2 21255000  3.000000e-04  3.000000e-04
      B2 21260000  4.401253e-03  4.401253e-03
      B2 21265000  7.477734e-03  7.477734e-03
      B2 21270000  4.946071e-03  4.946071e-03
      B2 21275000  1.677469e-02  1.677469e-02
      B2 21280000  1.700778e-02  1.700778e-02
      B2 21285000  1.962653e-02  1.962653e-02
      B2 21290000  1.998674e-02  1.998674e-02
      B2 21295000  2.046787e-02  2.046787e-02
      B2 21300000  2.013156e-02  2.013156e-02
      B2 21305000  1.665131e-02  1.665131e-02
      B2 21310000  1.173163e-02  1.173163e-02
      B2 21315000  1.178592e-02  1.178592e-02
      B2 21320000  1.053948e-02  1.053948e-02
      B2 21325000  8.544008e-03  8.544008e-03
      B2 21330000  4.542308e-03  4.542308e-03
      B2 21335000  4.740388e-03  4.740388e-03
      B2 21340000  5.716176e-03  5.716176e-03
      B2 21345000  4.420669e-03  4.420669e-03
      B2 21350000  3.083484e-03  3.083484e-03
      B2 21355000  3.000000e-04  3.000000e-04
      B2 21360000  3.000000e-04  3.000000e-04
      B2 21365000  3.000000e-04  3.000000e-04
      B2 21370000  3.000000e-04  3.000000e-04
      B2 21375000  3.000000e-04  3.000000e-04
      B2 21380000  3.000000e-04  3.000000e-04
      B2 21385000  3.000000e-04  3.000000e-04
      B2 21390000  3.000000e-04  3.000000e-04
      B2 21395000  3.000000e-04  3.000000e-04
      B2 21400000  3.000000e-04  3.000000e-04
      B2 21405000  3.000000e-04  3.000000e-04
      B2 21410000  3.000000e-04  3.000000e-04
      B2 21415000  3.000000e-04  3.000000e-04
      B2 21420000  3.000000e-04  3.000000e-04
      B2 21425000  3.000000e-04  3.000000e-04
      B2 21430000  3.000000e-04  3.000000e-04
      B2 21435000  3.000000e-04  3.000000e-04
      B2 21440000  3.000000e-04  3.000000e-04
      B2 21445000  3.000000e-04  3.000000e-04
      B2 21450000  3.000000e-04  3.000000e-04
      B2 21455000  3.000000e-04  3.000000e-04
      B2 21460000  8.455314e-04  8.455314e-04
      B2 21465000  1.096448e-03  1.096448e-03
      B2 21470000  3.026319e-03  3.026319e-03
      B2 21475000  1.642494e-03  1.642494e-03
      B2 21480000  4.358801e-04  4.358801e-04
      B2 21485000  3.000000e-04  3.000000e-04
      B2 21490000  3.000000e-04  3.000000e-04
      B2 21495000  3.000000e-04  3.000000e-04
      B2 21500000  3.000000e-04  3.000000e-04
      B2 21505000  3.000000e-04  3.000000e-04
      B2 21510000  3.000000e-04  3.000000e-04
      B2 21515000  3.000000e-04  3.000000e-04
      B2 21520000  3.000000e-04  3.000000e-04
      B2 21525000  3.000000e-04  3.000000e-04
      B2 21530000  1.597975e-03  1.597975e-03
      B2 21535000  4.428711e-03  4.428711e-03
      B2 21540000  4.851904e-03  4.851904e-03
      B2 21545000  3.773252e-03  3.773252e-03
      B2 21550000  4.016456e-03  4.016456e-03
      B2 21555000  3.595272e-03  3.595272e-03
      B2 21560000  2.531945e-03  2.531945e-03
      B2 21565000  1.486947e-03  1.486947e-03
      B2 21570000  3.000000e-04  3.000000e-04
      B2 21575000  3.000000e-04  3.000000e-04
      B2 21580000  2.705283e-03  2.705283e-03
      B2 21585000  5.189184e-03  5.189184e-03
      B2 21590000  3.499556e-03  3.499556e-03
      B2 21595000  3.499556e-03  3.499556e-03
      B2 21600000  3.499556e-03  3.499556e-03
      B2 21605000  5.112586e-03  5.112586e-03
      B2 21610000  4.769075e-03  4.769075e-03
      B2 21615000  6.044510e-03  6.044510e-03
      B2 21620000  5.432403e-03  5.432403e-03
      B2 21625000  6.312670e-03  6.312670e-03
      B2 21630000  5.467809e-03  5.467809e-03
      B2 21635000  3.233570e-03  3.233570e-03
      B2 21640000  1.367559e-03  1.367559e-03
      B2 21645000  2.362234e-03  2.362234e-03
      B2 21650000  2.446416e-03  2.446416e-03
      B2 21655000  3.103261e-03  3.103261e-03
      B2 21660000  6.135251e-04  6.135251e-04
      B2 21665000  6.135251e-04  6.135251e-04
      B2 21670000  7.810581e-04  7.810581e-04
      B2 21675000  1.806387e-03  1.806387e-03
      B2 21680000  6.172314e-04  6.172314e-04
      B2 21685000  3.000000e-04  3.000000e-04
      B2 21690000  1.369555e-03  1.369555e-03
      B2 21695000  3.000000e-04  3.000000e-04
      B2 21700000  3.000000e-04  3.000000e-04
      B2 21705000  3.000000e-04  3.000000e-04
      B2 21710000  3.000000e-04  3.000000e-04
      B2 21715000  3.000000e-04  3.000000e-04
      B2 21720000  3.000000e-04  3.000000e-04
      B2 21725000 -1.719520e+01 -1.719520e+01
      B2 21730000 -1.673559e+01 -1.673559e+01
      B2 21735000  3.000000e-04  3.000000e-04
      B2 21740000  3.000000e-04  3.000000e-04
      B2 21745000  3.000000e-04  3.000000e-04
      B2 21750000  3.000000e-04  3.000000e-04
      B2 21755000  3.000000e-04  3.000000e-04
      B2 21760000  3.000000e-04  3.000000e-04
      B2 21765000  3.000000e-04  3.000000e-04
      B2 21770000  3.000000e-04  3.000000e-04
      B2 21775000  3.000000e-04  3.000000e-04
      B2 21780000  3.000000e-04  3.000000e-04
      B2 21785000  3.000000e-04  3.000000e-04
      B2 21790000  3.000000e-04  3.000000e-04
      B2 21795000  3.000000e-04  3.000000e-04
      B2 21800000  3.000000e-04  3.000000e-04
      B2 21805000  3.000000e-04  3.000000e-04
      B2 21810000  3.000000e-04  3.000000e-04
      B2 21815000  3.000000e-04  3.000000e-04
      B2 21820000  3.000000e-04  3.000000e-04
      B2 21825000  3.000000e-04  3.000000e-04
      B2 21830000  3.000000e-04  3.000000e-04
      B2 21835000  4.382301e-02  4.382301e-02
      B2 22085000  3.000000e-04  3.000000e-04
      B2 22090000  3.000000e-04  3.000000e-04
      B2 22095000  3.000000e-04  3.000000e-04
      B2 22100000  3.000000e-04  3.000000e-04
      B2 22105000  3.000000e-04  3.000000e-04
      B2 22110000  3.000000e-04  3.000000e-04
      B2 22115000  3.000000e-04  3.000000e-04
      B2 22120000  3.000000e-04  3.000000e-04
      B2 22125000  3.000000e-04  3.000000e-04
      B2 22130000  3.000000e-04  3.000000e-04
      B2 22135000  3.000000e-04  3.000000e-04
      B2 22140000  3.000000e-04  3.000000e-04
      B2 22145000  3.000000e-04  3.000000e-04
      B2 22150000  3.000000e-04  3.000000e-04
      B2 22155000  3.000000e-04  3.000000e-04
      B2 22160000  3.000000e-04  3.000000e-04
      B2 22165000  3.000000e-04  3.000000e-04
      B2 22170000  3.000000e-04  3.000000e-04
      B2 22360000  2.508937e-02  2.508937e-02
      B2 22365000  1.647288e-02  1.647288e-02
      B2 22370000  1.647288e-02  1.647288e-02
      B2 22375000  1.378082e-02  1.378082e-02
      B2 22380000  1.575009e-02  1.575009e-02
      B2 22385000  3.664862e-03  3.664862e-03
      B2 22390000  7.967868e-04  7.967868e-04
      B2 22395000  3.000000e-04  3.000000e-04
      B2 22400000  3.000000e-04  3.000000e-04
      B2 22405000  3.000000e-04  3.000000e-04
      B2 22410000  3.000000e-04  3.000000e-04
      B2 22415000  3.000000e-04  3.000000e-04
      B2 22420000  3.000000e-04  3.000000e-04
      B2 22425000  3.000000e-04  3.000000e-04
      B2 22430000  3.000000e-04  3.000000e-04
      B2 22435000  3.000000e-04  3.000000e-04
      B2 22440000  3.000000e-04  3.000000e-04
      B2 22445000  3.000000e-04  3.000000e-04
      B2 22450000  3.000000e-04  3.000000e-04
      B2 22455000  3.000000e-04  3.000000e-04
      B2 22460000  3.000000e-04  3.000000e-04
      B2 22465000  3.000000e-04  3.000000e-04
      B2 22470000  3.000000e-04  3.000000e-04
      B2 22475000  3.000000e-04  3.000000e-04
      B2 22480000  3.000000e-04  3.000000e-04
      B2 22485000  3.000000e-04  3.000000e-04
      B2 22490000  1.642228e-03  1.642228e-03
      B2 22495000  3.208078e-03  3.208078e-03
      B4 21005000  1.691508e-01  1.691508e-01
      B4 21010000  1.715723e-01  1.715723e-01
      B4 21015000  1.726912e-01  1.726912e-01
      B4 21020000  1.746014e-01  1.746014e-01
      B4 21025000  1.748982e-01  1.748982e-01
      B4 21030000  1.738311e-01  1.738311e-01
      B4 21035000  1.707385e-01  1.707385e-01
      B4 21040000  1.750679e-01  1.750679e-01
      B4 21045000  1.745516e-01  1.745516e-01
      B4 21050000  1.784955e-01  1.784955e-01
      B4 21055000  1.782981e-01  1.782981e-01
      B4 21060000  1.803691e-01  1.803691e-01
      B4 21065000  1.789712e-01  1.789712e-01
      B4 21070000  1.797323e-01  1.797323e-01
      B4 21075000  1.743187e-01  1.743187e-01
      B4 21080000  1.770949e-01  1.770949e-01
      B4 21085000  1.763252e-01  1.763252e-01
      B4 21090000  1.805324e-01  1.805324e-01
      B4 21095000  1.838478e-01  1.838478e-01
      B4 21100000  1.847193e-01  1.847193e-01
      B4 21105000  1.850471e-01  1.850471e-01
      B4 21110000  1.697616e-01  1.697616e-01
      B4 21115000  1.707955e-01  1.707955e-01
      B4 21120000  1.691180e-01  1.691180e-01
      B4 21125000  1.636667e-01  1.636667e-01
      B4 21130000  1.706839e-01  1.706839e-01
      B4 21135000  1.657683e-01  1.657683e-01
      B4 21140000  1.651304e-01  1.651304e-01
      B4 21145000  1.647803e-01  1.647803e-01
      B4 21150000  1.651698e-01  1.651698e-01
      B4 21155000  1.668292e-01  1.668292e-01
      B4 21160000  1.665170e-01  1.665170e-01
      B4 21165000  1.689768e-01  1.689768e-01
      B4 21170000  1.703688e-01  1.703688e-01
      B4 21175000  1.714696e-01  1.714696e-01
      B4 21180000  1.725411e-01  1.725411e-01
      B4 21185000  1.725316e-01  1.725316e-01
      B4 21190000  1.670807e-01  1.670807e-01
      B4 21195000  1.697694e-01  1.697694e-01
      B4 21200000  1.735900e-01  1.735900e-01
      B4 21205000  1.729148e-01  1.729148e-01
      B4 21210000  1.793169e-01  1.793169e-01
      B4 21215000  1.801760e-01  1.801760e-01
      B4 21220000  1.810606e-01  1.810606e-01
      B4 21225000  1.904959e-01  1.904959e-01
      B4 21230000  1.849747e-01  1.849747e-01
      B4 21235000  1.891237e-01  1.891237e-01
      B4 21240000  1.904654e-01  1.904654e-01
      B4 21245000  1.917317e-01  1.917317e-01
      B4 21250000  1.904611e-01  1.904611e-01
      B4 21255000  1.936401e-01  1.936401e-01
      B4 21260000  1.888692e-01  1.888692e-01
      B4 21265000  1.868318e-01  1.868318e-01
      B4 21270000  1.854083e-01  1.854083e-01
      B4 21275000  1.926598e-01  1.926598e-01
      B4 21280000  1.907930e-01  1.907930e-01
      B4 21285000  1.915165e-01  1.915165e-01
      B4 21290000  1.962850e-01  1.962850e-01
      B4 21295000  1.911835e-01  1.911835e-01
      B4 21300000  1.866842e-01  1.866842e-01
      B4 21305000  1.885551e-01  1.885551e-01
      B4 21310000  1.929603e-01  1.929603e-01
      B4 21315000  1.909904e-01  1.909904e-01
      B4 21320000  1.961553e-01  1.961553e-01
      B4 21325000  1.949952e-01  1.949952e-01
      B4 21330000  1.927977e-01  1.927977e-01
      B4 21335000  1.945538e-01  1.945538e-01
      B4 21340000  1.902119e-01  1.902119e-01
      B4 21345000  1.838506e-01  1.838506e-01
      B4 21350000  1.908110e-01  1.908110e-01
      B4 21355000  1.876323e-01  1.876323e-01
      B4 21360000  1.910225e-01  1.910225e-01
      B4 21365000  1.874928e-01  1.874928e-01
      B4 21370000  1.860672e-01  1.860672e-01
      B4 21375000  1.861924e-01  1.861924e-01
      B4 21380000  1.840689e-01  1.840689e-01
      B4 21385000  1.837191e-01  1.837191e-01
      B4 21390000  1.834078e-01  1.834078e-01
      B4 21395000  1.836744e-01  1.836744e-01
      B4 21400000  1.832198e-01  1.832198e-01
      B4 21405000  1.842260e-01  1.842260e-01
      B4 21410000  1.802243e-01  1.802243e-01
      B4 21415000  1.832172e-01  1.832172e-01
      B4 21420000  1.795393e-01  1.795393e-01
      B4 21425000  1.785071e-01  1.785071e-01
      B4 21430000  1.801897e-01  1.801897e-01
      B4 21435000  1.793097e-01  1.793097e-01
      B4 21440000  1.809915e-01  1.809915e-01
      B4 21445000  1.855473e-01  1.855473e-01
      B4 21450000  1.832849e-01  1.832849e-01
      B4 21455000  1.869181e-01  1.869181e-01
      B4 21460000  1.866478e-01  1.866478e-01
      B4 21465000  1.867562e-01  1.867562e-01
      B4 21470000  1.879733e-01  1.879733e-01
      B4 21475000  1.864592e-01  1.864592e-01
      B4 21480000  1.885087e-01  1.885087e-01
      B4 21485000  1.902593e-01  1.902593e-01
      B4 21490000  1.883693e-01  1.883693e-01
      B4 21495000  1.896330e-01  1.896330e-01
      B4 21500000  1.918903e-01  1.918903e-01
      B4 21505000  1.762036e-01  1.762036e-01
      B4 21510000  1.778800e-01  1.778800e-01
      B4 21515000  1.740558e-01  1.740558e-01
      B4 21520000  1.772196e-01  1.772196e-01
      B4 21525000  1.829982e-01  1.829982e-01
      B4 21530000  1.882037e-01  1.882037e-01
      B4 21535000  2.032577e-01  2.032577e-01
      B4 21540000  2.040391e-01  2.040391e-01
      B4 21545000  2.057049e-01  2.057049e-01
      B4 21550000  2.049120e-01  2.049120e-01
      B4 21555000  2.038738e-01  2.038738e-01
      B4 21560000  2.030952e-01  2.030952e-01
      B4 21565000  2.055765e-01  2.055765e-01
      B4 21570000  2.063532e-01  2.063532e-01
      B4 21575000  2.056127e-01  2.056127e-01
      B4 21580000  2.004384e-01  2.004384e-01
      B4 21585000  1.958736e-01  1.958736e-01
      B4 21590000  1.913067e-01  1.913067e-01
      B4 21595000  1.913067e-01  1.913067e-01
      B4 21600000  1.913067e-01  1.913067e-01
      B4 21605000  1.941513e-01  1.941513e-01
      B4 21610000  1.949169e-01  1.949169e-01
      B4 21615000  1.945479e-01  1.945479e-01
      B4 21620000  1.953405e-01  1.953405e-01
      B4 21625000  1.920180e-01  1.920180e-01
      B4 21630000  1.908128e-01  1.908128e-01
      B4 21635000  1.768030e-01  1.768030e-01
